SCH_ID,STU_ID,stlang,sclimate,public,mathach,bygender,byabsen,cmathach,csclimate
1021,102107,1,2.40000009536743,1,19.5100002288818,1,2,-18.9829998016357,-1.51699995994568
1021,102108,1,2.40000009536743,1,26.2269992828369,1,0,-12.2660007476807,-1.51699995994568
1021,102109,1,2.40000009536743,1,17.9440002441406,0,0,-20.548999786377,-1.51699995994568
1021,102112,1,2.40000009536743,1,18.3939990997314,1,1,-20.0990009307861,-1.51699995994568
1021,102113,1,2.40000009536743,1,37.7099990844727,1,0,-0.783000886440277,-1.51699995994568
1021,102116,0,2.40000009536743,1,16.0480003356934,1,4,-22.4449996948242,-1.51699995994568
1021,102117,1,2.40000009536743,1,32.8549995422363,1,0,-5.63800048828125,-1.51699995994568
1021,102118,0,2.40000009536743,1,18.2789993286133,1,1,-20.2140007019043,-1.51699995994568
1021,102120,1,2.40000009536743,1,18.0259990692139,0,0,-20.4670009613037,-1.51699995994568
1021,102121,1,2.40000009536743,1,17.1520004272461,1,0,-21.3409996032715,-1.51699995994568
1021,102122,1,2.40000009536743,1,23.4009990692139,0,0,-15.0920009613037,-1.51699995994568
1022,102201,1,2.79999995231628,1,31.1100006103516,1,0,-7.38299942016602,-1.11700010299683
1022,102202,1,2.79999995231628,1,12.9720001220703,0,0,-25.5209999084473,-1.11700010299683
1022,102203,1,2.79999995231628,1,24.6560001373291,0,0,-13.8369998931885,-1.11700010299683
1022,102204,0,2.79999995231628,1,55.3269996643066,0,0,16.8339996337891,-1.11700010299683
1022,102205,1,2.79999995231628,1,30.1030006408691,1,0,-8.38999938964844,-1.11700010299683
1022,102206,1,2.79999995231628,1,21.1580009460449,1,2,-17.3349990844727,-1.11700010299683
1022,102207,0,2.79999995231628,1,25.9500007629395,1,1,-12.5429992675781,-1.11700010299683
1022,102208,0,2.79999995231628,1,43.6059989929199,1,4,5.11299896240234,-1.11700010299683
1022,102209,1,2.79999995231628,1,43.1549987792969,1,1,4.6619987487793,-1.11700010299683
1022,102210,0,2.79999995231628,1,13.3690004348755,1,0,-25.1239986419678,-1.11700010299683
1022,102211,1,2.79999995231628,1,27.4899997711182,0,1,-11.0030002593994,-1.11700010299683
1022,102212,1,2.79999995231628,1,15.4619998931885,0,0,-23.0310001373291,-1.11700010299683
1022,102213,1,2.79999995231628,1,41.273998260498,1,1,2.78099822998047,-1.11700010299683
1022,102214,0,2.79999995231628,1,27.25,1,0,-11.2430000305176,-1.11700010299683
1022,102215,1,2.79999995231628,1,51.8240013122559,1,0,13.3310012817383,-1.11700010299683
1022,102216,0,2.79999995231628,1,40.2490005493164,0,1,1.75600051879883,-1.11700010299683
1022,102217,1,2.79999995231628,1,29.6909999847412,0,0,-8.80200004577637,-1.11700010299683
1022,102218,1,2.79999995231628,1,22.0450000762939,1,0,-16.4479999542236,-1.11700010299683
1022,102219,0,2.79999995231628,1,50.0349998474121,1,0,11.5419998168945,-1.11700010299683
1022,102220,0,2.79999995231628,1,19.8320007324219,1,0,-18.6609992980957,-1.11700010299683
1022,102221,0,2.79999995231628,1,35.7820014953613,1,0,-2.71099853515625,-1.11700010299683
1022,102222,1,2.79999995231628,1,20.8560009002686,0,0,-17.636999130249,-1.11700010299683
1022,102223,1,2.79999995231628,1,37.1080017089844,0,1,-1.3849983215332,-1.11700010299683
1022,102226,0,2.79999995231628,1,41.5699996948242,1,0,3.07699966430664,-1.11700010299683
1022,102227,0,2.79999995231628,1,17.0599994659424,1,1,-21.4330005645752,-1.11700010299683
1022,102228,1,2.79999995231628,1,17.6350002288818,0,1,-20.8579998016357,-1.11700010299683
1022,102232,0,2.79999995231628,1,49.0750007629395,0,0,10.5820007324219,-1.11700010299683
1022,102233,0,2.79999995231628,1,30.9290008544922,0,0,-7.56399917602539,-1.11700010299683
1022,102234,0,2.79999995231628,1,23.9020004272461,0,0,-14.5909996032715,-1.11700010299683
1022,102235,1,2.79999995231628,1,50.0349998474121,1,2,11.5419998168945,-1.11700010299683
1031,103101,1,4.40000009536743,1,47.2630004882812,0,0,8.77000045776367,0.483000099658966
1031,103103,0,4.40000009536743,1,25.6140003204346,1,2,-12.878999710083,0.483000099658966
1031,103104,1,4.40000009536743,1,44.2299995422363,0,0,5.73699951171875,0.483000099658966
1031,103107,1,4.40000009536743,1,28.6040000915527,1,4,-9.88899993896484,0.483000099658966
1031,103108,1,4.40000009536743,1,41.2459983825684,1,0,2.75299835205078,0.483000099658966
1031,103109,1,4.40000009536743,1,35.5229988098145,0,0,-2.97000122070312,0.483000099658966
1031,103110,1,4.40000009536743,1,52.806999206543,0,0,14.3139991760254,0.483000099658966
1031,103111,1,4.40000009536743,1,42.2830009460449,0,0,3.79000091552734,0.483000099658966
1031,103112,1,4.40000009536743,1,35.6430015563965,1,1,-2.84999847412109,0.483000099658966
1031,103114,1,4.40000009536743,1,24.3299999237061,1,4,-14.1630001068115,0.483000099658966
1031,103115,1,4.40000009536743,1,27.5919990539551,0,0,-10.9010009765625,0.483000099658966
1031,103116,1,4.40000009536743,1,40.3969993591309,0,1,1.90399932861328,0.483000099658966
1031,103117,0,4.40000009536743,1,13.0170001983643,1,2,-25.4759998321533,0.483000099658966
1031,103118,0,4.40000009536743,1,42.1479988098145,0,1,3.65499877929688,0.483000099658966
1031,103119,1,4.40000009536743,1,25.6560001373291,1,2,-12.8369998931885,0.483000099658966
1031,103122,1,4.40000009536743,1,30.6389999389648,0,1,-7.85400009155273,0.483000099658966
1031,103124,1,4.40000009536743,1,18.7080001831055,0,1,-19.7849998474121,0.483000099658966
1031,103125,0,4.40000009536743,1,18.2639999389648,0,1,-20.2290000915527,0.483000099658966
1031,103127,1,4.40000009536743,1,51.0209999084473,1,1,12.5279998779297,0.483000099658966
1031,103128,0,4.40000009536743,1,20.1770000457764,1,0,-18.3159999847412,0.483000099658966
1031,103129,1,4.40000009536743,1,40.3540000915527,1,1,1.86100006103516,0.483000099658966
1033,103301,1,4,1,24.80299949646,1,0,-13.6900005340576,0.0829999968409538
1033,103302,0,4,1,27.7630004882812,1,1,-10.7299995422363,0.0829999968409538
1033,103303,0,4,1,30.7789993286133,1,0,-7.7140007019043,0.0829999968409538
1033,103304,1,4,1,32.3419990539551,0,1,-6.1510009765625,0.0829999968409538
1033,103305,0,4,1,35.8089981079102,0,2,-2.68400192260742,0.0829999968409538
1033,103306,1,4,1,37.3330001831055,1,1,-1.15999984741211,0.0829999968409538
1033,103307,0,4,1,27.2360000610352,1,1,-11.2569999694824,0.0829999968409538
1033,103308,0,4,1,51.2970008850098,0,0,12.8040008544922,0.0829999968409538
1033,103309,0,4,1,41.242000579834,0,1,2.74900054931641,0.0829999968409538
1033,103310,1,4,1,22.0270004272461,1,2,-16.4659996032715,0.0829999968409538
1033,103312,1,4,1,37.5449981689453,0,0,-0.948001801967621,0.0829999968409538
1033,103313,1,4,1,42.8450012207031,0,0,4.35200119018555,0.0829999968409538
1033,103314,0,4,1,45.193000793457,0,0,6.70000076293945,0.0829999968409538
1033,103315,0,4,1,24.6310005187988,0,0,-13.8619995117188,0.0829999968409538
1033,103316,0,4,1,44.7179985046387,0,0,6.22499847412109,0.0829999968409538
1033,103317,0,4,1,59.1759986877441,1,0,20.6829986572266,0.0829999968409538
1033,103318,1,4,1,42.8230018615723,0,1,4.33000183105469,0.0829999968409538
1033,103319,0,4,1,26.1539993286133,1,1,-12.3390007019043,0.0829999968409538
1033,103320,0,4,1,32.9080009460449,0,0,-5.58499908447266,0.0829999968409538
1033,103321,1,4,1,27.3199996948242,0,0,-11.1730003356934,0.0829999968409538
1033,103322,1,4,1,35.6980018615723,0,1,-2.79499816894531,0.0829999968409538
1033,103323,1,4,1,39.8520011901855,1,1,1.35900115966797,0.0829999968409538
1033,103324,1,4,1,22.3729991912842,1,4,-16.1200008392334,0.0829999968409538
1041,104101,1,4,1,44.4819984436035,0,1,5.98899841308594,0.0829999968409538
1041,104103,1,4,1,35.0519981384277,1,1,-3.44100189208984,0.0829999968409538
1041,104104,1,4,1,43.9280014038086,0,1,5.43500137329102,0.0829999968409538
1041,104105,0,4,1,46.367000579834,1,0,7.87400054931641,0.0829999968409538
1041,104106,0,4,1,21.0300006866455,0,3,-17.4629993438721,0.0829999968409538
1041,104107,1,4,1,47.8349990844727,1,1,9.34199905395508,0.0829999968409538
1041,104108,1,4,1,41.6699981689453,0,0,3.17699813842773,0.0829999968409538
1041,104109,0,4,1,15.6639995574951,1,0,-22.8290004730225,0.0829999968409538
1041,104110,1,4,1,47.4609985351562,1,0,8.96799850463867,0.0829999968409538
1041,104111,1,4,1,51.5379981994629,1,1,13.0449981689453,0.0829999968409538
1041,104115,1,4,1,31.2900009155273,1,1,-7.20299911499023,0.0829999968409538
1041,104116,1,4,1,28.2469997406006,1,2,-10.246000289917,0.0829999968409538
1041,104117,1,4,1,56.6259994506836,0,1,18.132999420166,0.0829999968409538
1041,104118,1,4,1,37.742000579834,1,0,-0.750999391078949,0.0829999968409538
1041,104119,1,4,1,34.9309997558594,1,0,-3.5620002746582,0.0829999968409538
1041,104122,1,4,1,22.4249992370605,1,1,-16.068000793457,0.0829999968409538
1041,104123,1,4,1,24.8560009002686,0,0,-13.636999130249,0.0829999968409538
1042,104201,1,4.19999980926514,1,45.0769996643066,1,0,6.58399963378906,0.282999813556671
1042,104202,1,4.19999980926514,1,45.765998840332,1,0,7.27299880981445,0.282999813556671
1042,104203,1,4.19999980926514,1,50.7770004272461,1,1,12.2840003967285,0.282999813556671
1042,104204,1,4.19999980926514,1,53.4970016479492,0,0,15.0040016174316,0.282999813556671
1042,104205,1,4.19999980926514,1,33.6209983825684,1,0,-4.87200164794922,0.282999813556671
1042,104207,1,4.19999980926514,1,32.6920013427734,0,0,-5.80099868774414,0.282999813556671
1042,104208,1,4.19999980926514,1,52.7480010986328,1,0,14.2550010681152,0.282999813556671
1042,104209,1,4.19999980926514,1,48.1520004272461,0,0,9.65900039672852,0.282999813556671
1042,104211,1,4.19999980926514,1,44.2319984436035,0,0,5.73899841308594,0.282999813556671
1042,104212,0,4.19999980926514,1,27.681999206543,0,0,-10.8110008239746,0.282999813556671
1042,104213,1,4.19999980926514,1,54.4420013427734,1,0,15.9490013122559,0.282999813556671
1042,104214,0,4.19999980926514,1,51.9169998168945,0,0,13.423999786377,0.282999813556671
1042,104215,1,4.19999980926514,1,29.2080001831055,1,4,-9.28499984741211,0.282999813556671
1042,104216,1,4.19999980926514,1,38.5009994506836,1,0,0.00799945089966059,0.282999813556671
1042,104218,1,4.19999980926514,1,38.6510009765625,0,1,0.158000975847244,0.282999813556671
1042,104220,1,4.19999980926514,1,43.9230003356934,0,0,5.43000030517578,0.282999813556671
1042,104222,1,4.19999980926514,1,50.8289985656738,1,0,12.3359985351562,0.282999813556671
1042,104223,1,4.19999980926514,1,59.3279991149902,1,0,20.8349990844727,0.282999813556671
1042,104224,1,4.19999980926514,1,33.7830009460449,1,1,-4.70999908447266,0.282999813556671
1042,104225,1,4.19999980926514,1,49.3089981079102,1,0,10.8159980773926,0.282999813556671
1042,104231,1,4.19999980926514,1,46.4220008850098,0,0,7.92900085449219,0.282999813556671
1051,105101,1,4.19999980926514,1,26.0659999847412,0,1,-12.4270000457764,0.282999813556671
1051,105102,1,4.19999980926514,1,55.0709991455078,0,0,16.5779991149902,0.282999813556671
1051,105103,1,4.19999980926514,1,33.2140007019043,1,1,-5.27899932861328,0.282999813556671
1051,105104,1,4.19999980926514,1,41.5429992675781,1,3,3.04999923706055,0.282999813556671
1051,105105,1,4.19999980926514,1,35.9000015258789,1,0,-2.59299850463867,0.282999813556671
1051,105106,1,4.19999980926514,1,40.7029991149902,0,0,2.20999908447266,0.282999813556671
1051,105107,1,4.19999980926514,1,54.7179985046387,1,0,16.2249984741211,0.282999813556671
1051,105108,1,4.19999980926514,1,16.6800003051758,1,1,-21.8129997253418,0.282999813556671
1051,105109,1,4.19999980926514,1,50.8860015869141,1,1,12.3930015563965,0.282999813556671
1051,105110,1,4.19999980926514,1,29.8239994049072,1,3,-8.66900062561035,0.282999813556671
1051,105111,1,4.19999980926514,1,27.7159996032715,1,1,-10.7770004272461,0.282999813556671
1051,105112,1,4.19999980926514,1,51.9150009155273,1,2,13.4220008850098,0.282999813556671
1051,105113,1,4.19999980926514,1,33.5940017700195,1,0,-4.89899826049805,0.282999813556671
1051,105114,1,4.19999980926514,1,40.9440002441406,0,0,2.45100021362305,0.282999813556671
1051,105115,1,4.19999980926514,1,35.984001159668,0,0,-2.50899887084961,0.282999813556671
1051,105116,1,4.19999980926514,1,29.431999206543,1,0,-9.06100082397461,0.282999813556671
1051,105117,1,4.19999980926514,1,36.7599983215332,1,0,-1.73300170898438,0.282999813556671
1051,105118,1,4.19999980926514,1,56.234001159668,0,0,17.7410011291504,0.282999813556671
1051,105119,1,4.19999980926514,1,51.4949989318848,0,1,13.0019989013672,0.282999813556671
1051,105120,1,4.19999980926514,1,17.4750003814697,0,4,-21.0179996490479,0.282999813556671
1051,105121,1,4.19999980926514,1,45.132999420166,0,0,6.63999938964844,0.282999813556671
1051,105122,1,4.19999980926514,1,34.7249984741211,0,0,-3.76800155639648,0.282999813556671
1051,105123,1,4.19999980926514,1,36.6959991455078,1,0,-1.79700088500977,0.282999813556671
1051,105124,1,4.19999980926514,1,22.0130004882812,0,0,-16.4799995422363,0.282999813556671
1051,105125,1,4.19999980926514,1,38.0690002441406,0,0,-0.423999756574631,0.282999813556671
1051,105126,1,4.19999980926514,1,40.4249992370605,1,1,1.93199920654297,0.282999813556671
1051,105127,1,4.19999980926514,1,30.5690002441406,0,0,-7.92399978637695,0.282999813556671
1051,105128,1,4.19999980926514,1,44.5559997558594,0,0,6.0629997253418,0.282999813556671
1051,105129,1,4.19999980926514,1,58.5340003967285,0,0,20.0410003662109,0.282999813556671
1051,105130,1,4.19999980926514,1,39.273998260498,0,0,0.780998289585114,0.282999813556671
1051,105132,1,4.19999980926514,1,47.3849983215332,1,0,8.89199829101562,0.282999813556671
1051,105133,1,4.19999980926514,1,23.5890007019043,0,0,-14.9039993286133,0.282999813556671
1051,105134,1,4.19999980926514,1,45.9539985656738,0,1,7.46099853515625,0.282999813556671
1052,105201,1,3.79999995231628,1,40.2229995727539,0,0,1.72999954223633,-0.117000050842762
1052,105202,1,3.79999995231628,1,36.076000213623,0,1,-2.41699981689453,-0.117000050842762
1052,105205,1,3.79999995231628,1,39.5019989013672,0,0,1.00899887084961,-0.117000050842762
1052,105211,1,3.79999995231628,1,46.173999786377,0,0,7.68099975585938,-0.117000050842762
1052,105213,0,3.79999995231628,1,25.8479995727539,0,0,-12.6450004577637,-0.117000050842762
1052,105217,1,3.79999995231628,1,30.318000793457,0,1,-8.17499923706055,-0.117000050842762
1052,105218,1,3.79999995231628,1,25,0,0,-13.4930000305176,-0.117000050842762
1052,105219,1,3.79999995231628,1,28.4169998168945,1,0,-10.076000213623,-0.117000050842762
1052,105221,1,3.79999995231628,1,21.1380004882812,0,0,-17.3549995422363,-0.117000050842762
1052,105226,1,3.79999995231628,1,51.3429985046387,1,0,12.8499984741211,-0.117000050842762
1052,105227,1,3.79999995231628,1,49.0719985961914,0,0,10.5789985656738,-0.117000050842762
1052,105228,1,3.79999995231628,1,27.44700050354,0,1,-11.0459995269775,-0.117000050842762
1061,106101,1,4,1,48.6679992675781,0,0,10.1749992370605,0.0829999968409538
1061,106102,1,4,1,41.3540000915527,0,0,2.86100006103516,0.0829999968409538
1061,106103,1,4,1,48.8450012207031,1,2,10.3520011901855,0.0829999968409538
1061,106104,1,4,1,48.5180015563965,0,0,10.0250015258789,0.0829999968409538
1061,106105,1,4,1,27.8899993896484,0,0,-10.6030006408691,0.0829999968409538
1061,106106,1,4,1,34.9599990844727,0,0,-3.53300094604492,0.0829999968409538
1061,106107,1,4,1,33.2919998168945,1,2,-5.20100021362305,0.0829999968409538
1061,106108,1,4,1,57.3300018310547,0,0,18.8370018005371,0.0829999968409538
1061,106110,1,4,1,18.8680000305176,0,0,-19.625,0.0829999968409538
1061,106111,1,4,1,54.1790008544922,1,1,15.6860008239746,0.0829999968409538
1061,106114,1,4,1,53.4449996948242,0,0,14.9519996643066,0.0829999968409538
1061,106115,1,4,1,53.1389999389648,1,0,14.6459999084473,0.0829999968409538
1061,106119,1,4,1,43.5460014343262,0,1,5.05300140380859,0.0829999968409538
1061,106122,1,4,1,36.7190017700195,0,0,-1.77399826049805,0.0829999968409538
1061,106124,1,4,1,40.6539993286133,1,0,2.1609992980957,0.0829999968409538
1061,106125,1,4,1,45.6100006103516,0,0,7.11700057983398,0.0829999968409538
1061,106127,1,4,1,50.7309989929199,0,0,12.2379989624023,0.0829999968409538
1061,106128,1,4,1,53.4480018615723,0,0,14.9550018310547,0.0829999968409538
1061,106129,1,4,1,54.810001373291,0,0,16.3170013427734,0.0829999968409538
1062,106201,1,3.40000009536743,1,41.3720016479492,1,2,2.87900161743164,-0.516999900341034
1062,106202,1,3.40000009536743,1,53.689998626709,1,0,15.1969985961914,-0.516999900341034
1062,106203,1,3.40000009536743,1,47.3639984130859,0,0,8.87099838256836,-0.516999900341034
1062,106204,1,3.40000009536743,1,35.5169982910156,1,0,-2.97600173950195,-0.516999900341034
1062,106206,1,3.40000009536743,1,47.875,0,0,9.38199996948242,-0.516999900341034
1062,106207,1,3.40000009536743,1,48.1720008850098,1,1,9.67900085449219,-0.516999900341034
1062,106208,1,3.40000009536743,1,52.4659996032715,1,0,13.9729995727539,-0.516999900341034
1062,106209,1,3.40000009536743,1,45.0429992675781,1,4,6.54999923706055,-0.516999900341034
1062,106210,1,3.40000009536743,1,45.6669998168945,1,0,7.17399978637695,-0.516999900341034
1062,106211,1,3.40000009536743,1,45.7360000610352,0,0,7.24300003051758,-0.516999900341034
1062,106212,1,3.40000009536743,1,37.5810012817383,1,0,-0.911998689174652,-0.516999900341034
1062,106213,1,3.40000009536743,1,49.6199989318848,0,0,11.1269989013672,-0.516999900341034
1071,107101,1,3.59999990463257,1,52.3359985351562,0,0,13.8429985046387,-0.317000091075897
1071,107102,1,3.59999990463257,1,55.2439994812012,1,0,16.7509994506836,-0.317000091075897
1071,107104,1,3.59999990463257,1,20.9599990844727,0,0,-17.5330009460449,-0.317000091075897
1071,107105,1,3.59999990463257,1,37.9150009155273,1,0,-0.57799905538559,-0.317000091075897
1071,107106,1,3.59999990463257,1,39.5909996032715,1,0,1.09799957275391,-0.317000091075897
1071,107107,1,3.59999990463257,1,51.1129989624023,1,0,12.6199989318848,-0.317000091075897
1071,107108,1,3.59999990463257,1,24.3549995422363,0,1,-14.1380004882812,-0.317000091075897
1071,107109,1,3.59999990463257,1,35.8390007019043,1,1,-2.65399932861328,-0.317000091075897
1071,107110,1,3.59999990463257,1,41.814998626709,1,1,3.32199859619141,-0.317000091075897
1071,107111,1,3.59999990463257,1,23.5419998168945,0,0,-14.951000213623,-0.317000091075897
1071,107112,1,3.59999990463257,1,44.6609992980957,0,1,6.16799926757812,-0.317000091075897
1071,107113,1,3.59999990463257,1,34.2099990844727,0,0,-4.28300094604492,-0.317000091075897
1071,107114,1,3.59999990463257,1,14.6000003814697,0,0,-23.8929996490479,-0.317000091075897
1071,107115,1,3.59999990463257,1,36.0699996948242,1,0,-2.42300033569336,-0.317000091075897
1071,107116,0,3.59999990463257,1,50.1030006408691,0,0,11.6100006103516,-0.317000091075897
1071,107119,1,3.59999990463257,1,37.976001739502,1,0,-0.51699823141098,-0.317000091075897
1071,107120,1,3.59999990463257,1,17.0620002746582,1,3,-21.4309997558594,-0.317000091075897
1071,107121,1,3.59999990463257,1,42.125,1,0,3.63199996948242,-0.317000091075897
1071,107123,1,3.59999990463257,1,62.4389991760254,1,1,23.9459991455078,-0.317000091075897
1071,107125,1,3.59999990463257,1,51.8160018920898,1,0,13.3230018615723,-0.317000091075897
1071,107126,1,3.59999990463257,1,13.7119998931885,1,4,-24.7810001373291,-0.317000091075897
1071,107127,1,3.59999990463257,1,45.3969993591309,1,0,6.90399932861328,-0.317000091075897
1071,107128,1,3.59999990463257,1,46.0769996643066,0,0,7.58399963378906,-0.317000091075897
1071,107129,1,3.59999990463257,1,54.7229995727539,1,0,16.2299995422363,-0.317000091075897
1071,107130,1,3.59999990463257,1,14.1639995574951,1,1,-24.3290004730225,-0.317000091075897
1071,107131,1,3.59999990463257,1,15.1149997711182,1,1,-23.3780002593994,-0.317000091075897
1071,107132,1,3.59999990463257,1,27.4069995880127,1,1,-11.0860004425049,-0.317000091075897
1072,107201,1,3,1,51.8190002441406,0,0,13.326000213623,-0.916999995708466
1072,107202,1,3,1,36.6349983215332,1,0,-1.85800170898438,-0.916999995708466
1072,107203,1,3,1,25.2849998474121,0,0,-13.2080001831055,-0.916999995708466
1072,107204,1,3,1,18.7199993133545,1,1,-19.7730007171631,-0.916999995708466
1072,107205,1,3,1,22.8169994354248,1,4,-15.6760005950928,-0.916999995708466
1072,107206,1,3,1,51.5769996643066,1,1,13.0839996337891,-0.916999995708466
1072,107207,1,3,1,36.576000213623,0,0,-1.91699981689453,-0.916999995708466
1072,107208,1,3,1,18.3859996795654,1,0,-20.1070003509521,-0.916999995708466
1072,107209,1,3,1,19.2350006103516,0,0,-19.257999420166,-0.916999995708466
1072,107210,1,3,1,48.2750015258789,1,1,9.78200149536133,-0.916999995708466
1072,107211,1,3,1,24.0610008239746,0,3,-14.431999206543,-0.916999995708466
1072,107212,1,3,1,30.1110000610352,1,2,-8.38199996948242,-0.916999995708466
1072,107213,1,3,1,47.9669990539551,1,0,9.4739990234375,-0.916999995708466
1072,107215,1,3,1,33.2910003662109,1,2,-5.20199966430664,-0.916999995708466
1072,107216,1,3,1,21.951000213623,1,0,-16.5419998168945,-0.916999995708466
1072,107217,1,3,1,48.4749984741211,1,0,9.98199844360352,-0.916999995708466
1072,107218,1,3,1,19.5650005340576,0,0,-18.92799949646,-0.916999995708466
1072,107219,1,3,1,21.9810009002686,1,1,-16.511999130249,-0.916999995708466
1072,107220,1,3,1,49.7490005493164,1,4,11.2560005187988,-0.916999995708466
1072,107221,1,3,1,30.0139999389648,1,3,-8.47900009155273,-0.916999995708466
1072,107222,1,3,1,42.2900009155273,1,0,3.79700088500977,-0.916999995708466
1072,107223,1,3,1,45.875,1,0,7.38199996948242,-0.916999995708466
1072,107224,1,3,1,31.4629993438721,0,4,-7.03000068664551,-0.916999995708466
1072,107225,1,3,1,24.5289993286133,1,2,-13.9640007019043,-0.916999995708466
1072,107226,1,3,1,41.2029991149902,1,4,2.70999908447266,-0.916999995708466
1072,107229,1,3,1,18.8910007476807,1,1,-19.6019992828369,-0.916999995708466
1072,107231,1,3,1,27.5650005340576,1,1,-10.92799949646,-0.916999995708466
1072,107232,1,3,1,46.0209999084473,0,0,7.52799987792969,-0.916999995708466
1082,108201,1,4,1,36.7599983215332,0,0,-1.73300170898438,0.0829999968409538
1082,108203,1,4,1,47.3839988708496,1,0,8.89099884033203,0.0829999968409538
1082,108204,1,4,1,34.0750007629395,1,0,-4.41799926757812,0.0829999968409538
1082,108205,0,4,1,62.7089996337891,1,0,24.2159996032715,0.0829999968409538
1082,108206,1,4,1,30.8449993133545,0,0,-7.64800071716309,0.0829999968409538
1082,108207,1,4,1,30.3610000610352,0,0,-8.13199996948242,0.0829999968409538
1082,108208,1,4,1,34.2789993286133,0,0,-4.2140007019043,0.0829999968409538
1082,108210,1,4,1,44.0470008850098,1,1,5.55400085449219,0.0829999968409538
1082,108212,1,4,1,48.9959983825684,1,1,10.5029983520508,0.0829999968409538
1082,108214,1,4,1,22.8090000152588,1,1,-15.6840000152588,0.0829999968409538
1082,108216,1,4,1,29.1009998321533,1,0,-9.39200019836426,0.0829999968409538
1082,108217,1,4,1,47.5460014343262,0,0,9.05300140380859,0.0829999968409538
1082,108221,1,4,1,53.2709999084473,1,0,14.7779998779297,0.0829999968409538
1082,108222,1,4,1,39.1689987182617,1,0,0.675998747348785,0.0829999968409538
1082,108223,1,4,1,35.8880004882812,1,0,-2.60499954223633,0.0829999968409538
1082,108225,1,4,1,41.6479988098145,1,1,3.15499877929688,0.0829999968409538
1082,108226,1,4,1,47.2929992675781,1,0,8.79999923706055,0.0829999968409538
1082,108227,1,4,1,52.8979988098145,0,0,14.4049987792969,0.0829999968409538
1082,108228,1,4,1,53.3129997253418,1,0,14.8199996948242,0.0829999968409538
1082,108229,1,4,1,39.6279983520508,1,1,1.1349983215332,0.0829999968409538
1082,108230,1,4,1,45.9799995422363,0,4,7.48699951171875,0.0829999968409538
