,SCH_ID,STU_ID,stlang,efficacy,sclimate,Profmath1,Profmath2,Profmath3,Profmath4,Profmath5,Profmath,public,mathach
42,1012,101219,1,1.5,NA,0,0,0,0,0,0,1,18.312
43,1012,101221,1,3,NA,1,1,1,1,0,4,1,49.773
44,1012,101222,NA,NA,NA,1,0,0,0,0,1,1,20.575
45,1012,101223,1,NA,NA,1,1,0,0,0,2,1,33.906
46,1012,101226,1,1.25,NA,1,1,1,0,0,3,1,39.908
47,1012,101227,1,NA,NA,1,0,0,0,0,1,1,29.316
48,1021,102101,1,3,2.4,1,1,0,0,0,2,1,33.487
49,1021,102103,1,3,2.4,0,0,0,0,0,0,1,19.243
50,1021,102104,1,NA,2.4,1,1,1,0,0,3,1,39.714
51,1021,102105,1,NA,2.4,1,0,0,0,0,1,1,21.837
52,1021,102106,0,3.6,2.4,1,0,0,0,0,1,1,20.08
53,1021,102107,1,1.5,2.4,1,0,0,0,0,1,1,19.51
54,1021,102108,1,2.6,2.4,1,0,0,0,0,1,1,26.227
55,1021,102109,1,3.2,2.4,0,0,0,0,0,0,1,17.944
56,1021,102111,1,NA,2.4,1,0,0,0,0,1,1,23.669
57,1021,102112,1,NA,2.4,0,0,0,0,0,0,1,18.394
58,1021,102113,1,3,2.4,1,1,1,0,0,3,1,37.71
59,1021,102116,0,2.2,2.4,0,0,0,0,0,0,1,16.048
60,1021,102117,1,3,2.4,1,1,0,0,0,2,1,32.855
61,1021,102118,0,3.2,2.4,0,0,0,0,0,0,1,18.279
62,1021,102120,1,1.8,2.4,0,0,0,0,0,0,1,18.026
63,1021,102121,1,1.8,2.4,0,0,0,0,0,0,1,17.152
64,1021,102122,1,2.2,2.4,1,0,0,0,0,1,1,23.401
65,1021,102162,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
66,1021,102163,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
67,1021,102164,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
68,1022,102201,1,3.25,2.8,1,0,0,0,0,1,1,31.11
69,1022,102202,1,NA,2.8,0,0,0,0,0,0,1,12.972
70,1022,102203,1,1.8,2.8,1,0,0,0,0,1,1,24.656
71,1022,102204,0,3.6,2.8,1,1,1,1,0,4,1,55.327
72,1022,102205,1,NA,2.8,1,0,0,0,0,1,1,30.103
73,1022,102206,1,NA,2.8,1,0,0,0,0,1,1,21.158
74,1022,102207,0,2,2.8,1,0,0,0,0,1,1,25.95
75,1022,102208,0,4,2.8,1,1,1,0,0,3,1,43.606
76,1022,102209,1,2.8,2.8,1,1,1,0,0,3,1,43.155
77,1022,102210,0,NA,2.8,0,0,0,0,0,0,1,13.369
78,1022,102211,1,NA,2.8,1,0,0,0,0,1,1,27.49
79,1022,102212,1,2.2,2.8,0,0,0,0,0,0,1,15.462
80,1022,102213,1,3,2.8,1,1,1,0,0,3,1,41.274
81,1022,102214,0,2.8,2.8,1,0,0,0,0,1,1,27.25
82,1022,102215,1,3.2,2.8,1,1,1,1,0,4,1,51.824
83,1022,102216,0,1.8,2.8,1,1,1,0,0,3,1,40.249
84,1022,102217,1,1,2.8,1,0,0,0,0,1,1,29.691
85,1022,102218,1,3,2.8,1,0,0,0,0,1,1,22.045
86,1022,102219,0,4,2.8,1,1,1,1,0,4,1,50.035
87,1022,102220,0,NA,2.8,1,0,0,0,0,1,1,19.832
88,1022,102221,0,3,2.8,1,1,0,0,0,2,1,35.782
89,1022,102222,1,4,2.8,1,0,0,0,0,1,1,20.856
90,1022,102223,1,3,2.8,1,1,0,0,0,2,1,37.108
91,1022,102224,0,3,2.8,1,1,1,0,0,3,1,44.771
92,1022,102226,0,3,2.8,1,1,1,0,0,3,1,41.57
93,1022,102227,0,3.6,2.8,0,0,0,0,0,0,1,17.06
94,1022,102228,1,3.2,2.8,0,0,0,0,0,0,1,17.635
95,1022,102232,0,2.8,2.8,1,1,1,1,0,4,1,49.075
96,1022,102233,0,2.2,2.8,1,1,0,0,0,2,1,30.929
97,1022,102234,0,3,2.8,1,0,0,0,0,1,1,23.902
98,1022,102235,1,3,2.8,1,1,1,1,0,4,1,50.035
99,1022,102261,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
100,1031,103101,1,3.2,4.4,1,1,1,0,0,3,1,47.263
101,1031,103102,0,NA,4.4,1,0,0,0,0,1,1,26.765
102,1031,103103,0,1.8,4.4,1,0,0,0,0,1,1,25.614
103,1031,103104,1,2.2,4.4,1,1,1,0,0,3,1,44.23
104,1031,103107,1,2.8,4.4,1,0,0,0,0,1,1,28.604
105,1031,103108,1,1.8,4.4,1,1,1,0,0,3,1,41.246
106,1031,103109,1,2,4.4,1,1,0,0,0,2,1,35.523
107,1031,103110,1,1.8,4.4,1,1,1,1,0,4,1,52.807
108,1031,103111,1,4,4.4,1,1,1,0,0,3,1,42.283
109,1031,103112,1,2.4,4.4,1,1,0,0,0,2,1,35.643
110,1031,103114,1,NA,4.4,1,0,0,0,0,1,1,24.33
111,1031,103115,1,2,4.4,1,0,0,0,0,1,1,27.592
112,1031,103116,1,3,4.4,1,1,1,0,0,3,1,40.397
113,1031,103117,0,2.6,4.4,0,0,0,0,0,0,1,13.017
114,1031,103118,0,2,4.4,1,1,1,0,0,3,1,42.148
115,1031,103119,1,2.8,4.4,1,0,0,0,0,1,1,25.656
116,1031,103122,1,2.8,4.4,1,0,0,0,0,1,1,30.639
117,1031,103124,1,2,4.4,0,0,0,0,0,0,1,18.708
118,1031,103125,0,NA,4.4,0,0,0,0,0,0,1,18.264
119,1031,103126,NA,NA,4.4,1,0,0,0,0,1,1,26.152
120,1031,103127,1,3.4,4.4,1,1,1,1,0,4,1,51.021
121,1031,103128,0,NA,4.4,1,0,0,0,0,1,1,20.177
122,1031,103129,1,3,4.4,1,1,1,0,0,3,1,40.354
123,1031,103161,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
124,1031,103162,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
125,1032,103203,0,NA,NA,1,0,0,0,0,1,1,30.284
126,1032,103204,0,1.8,NA,1,0,0,0,0,1,1,25.895
127,1032,103205,0,2.4,NA,1,1,1,0,0,3,1,43.537
128,1032,103210,0,2,NA,1,0,0,0,0,1,1,24.939
129,1032,103212,0,2,NA,0,0,0,0,0,0,1,16.368
130,1032,103213,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
131,1032,103214,1,2,NA,1,0,0,0,0,1,1,21.764
132,1032,103215,1,NA,NA,1,1,1,0,0,3,1,43.133
133,1032,103218,0,2,NA,1,0,0,0,0,1,1,21.78
134,1032,103219,1,2.2,NA,1,0,0,0,0,1,1,21.778
135,1032,103221,0,2.2,NA,1,1,0,0,0,2,1,32.799
136,1032,103223,0,1.8,NA,1,0,0,0,0,1,1,22.46
137,1032,103225,1,3,NA,1,1,1,0,0,3,1,46.546
138,1032,103226,1,2.2,NA,1,0,0,0,0,1,1,28.58
139,1032,103229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
140,1032,103230,NA,NA,NA,1,0,0,0,0,1,1,25.341
141,1032,103231,0,2,NA,1,1,0,0,0,2,1,33.685
142,1033,103301,1,2.8,4,1,0,0,0,0,1,1,24.803
143,1033,103302,0,1.8,4,1,0,0,0,0,1,1,27.763
144,1033,103303,0,2.8,4,1,1,0,0,0,2,1,30.779
145,1033,103304,1,1,4,1,1,0,0,0,2,1,32.342
146,1033,103305,0,1.2,4,1,1,0,0,0,2,1,35.809
147,1033,103306,1,2,4,1,1,0,0,0,2,1,37.333
148,1033,103307,0,1.6,4,1,0,0,0,0,1,1,27.236
149,1033,103308,0,NA,4,1,1,1,1,0,4,1,51.297
150,1033,103309,0,2,4,1,1,1,0,0,3,1,41.242
151,1033,103310,1,4,4,1,0,0,0,0,1,1,22.027
152,1033,103312,1,NA,4,1,1,0,0,0,2,1,37.545
153,1033,103313,1,1.8,4,1,1,1,0,0,3,1,42.845
154,1033,103314,0,3,4,1,1,1,0,0,3,1,45.193
155,1033,103315,0,2.6,4,1,0,0,0,0,1,1,24.631
156,1033,103316,0,3.2,4,1,1,1,0,0,3,1,44.718
157,1033,103317,0,3,4,1,1,1,1,0,4,1,59.176
158,1033,103318,1,2,4,1,1,1,0,0,3,1,42.823
159,1033,103319,0,2.4,4,1,0,0,0,0,1,1,26.154
160,1033,103320,0,1.8,4,1,1,0,0,0,2,1,32.908
161,1033,103321,1,1.5,4,1,0,0,0,0,1,1,27.32
162,1033,103322,1,2.6,4,1,1,0,0,0,2,1,35.698
163,1033,103323,1,3.4,4,1,1,1,0,0,3,1,39.852
164,1033,103324,1,NA,4,1,0,0,0,0,1,1,22.373
165,1041,104101,1,1.8,4,1,1,1,0,0,3,1,44.482
166,1041,104102,NA,NA,4,1,1,0,0,0,2,1,38.545
167,1041,104103,1,2.6,4,1,1,0,0,0,2,1,35.052
168,1041,104104,1,1.6,4,1,1,1,0,0,3,1,43.928
169,1041,104105,0,3,4,1,1,1,0,0,3,1,46.367
170,1041,104106,0,2,4,1,0,0,0,0,1,1,21.03
171,1041,104107,1,1.2,4,1,1,1,0,0,3,1,47.835
172,1041,104108,1,2.6,4,1,1,1,0,0,3,1,41.67
173,1041,104109,0,NA,4,0,0,0,0,0,0,1,15.664
174,1041,104110,1,2.6,4,1,1,1,0,0,3,1,47.461
175,1041,104111,1,NA,4,1,1,1,1,0,4,1,51.538
176,1041,104112,1,NA,4,1,1,1,0,0,3,1,48.475
177,1041,104113,NA,NA,4,1,1,1,0,0,3,1,48.091
178,1041,104115,1,2,4,1,1,0,0,0,2,1,31.29
179,1041,104116,1,2,4,1,0,0,0,0,1,1,28.247
180,1041,104117,1,2,4,1,1,1,1,0,4,1,56.626
181,1041,104118,1,1,4,1,1,0,0,0,2,1,37.742
182,1041,104119,1,1.2,4,1,1,0,0,0,2,1,34.931
183,1041,104122,1,2.2,4,1,0,0,0,0,1,1,22.425
184,1041,104123,1,2.25,4,1,0,0,0,0,1,1,24.856
185,1041,104124,NA,NA,4,1,1,1,1,0,4,1,54.399
186,1042,104201,1,3.2,4.2,1,1,1,0,0,3,1,45.077
187,1042,104202,1,2.8,4.2,1,1,1,0,0,3,1,45.766
188,1042,104203,1,2.8,4.2,1,1,1,1,0,4,1,50.777
189,1042,104204,1,2.8,4.2,1,1,1,1,0,4,1,53.497
190,1042,104205,1,2,4.2,1,1,0,0,0,2,1,33.621
191,1042,104206,1,NA,4.2,1,1,1,0,0,3,1,44.115
192,1042,104207,1,3.8,4.2,1,1,0,0,0,2,1,32.692
193,1042,104208,1,3.2,4.2,1,1,1,1,0,4,1,52.748
194,1042,104209,1,3.2,4.2,1,1,1,0,0,3,1,48.152
195,1042,104211,1,3,4.2,1,1,1,0,0,3,1,44.232
196,1042,104212,0,1.6,4.2,1,0,0,0,0,1,1,27.682
197,1042,104213,1,4,4.2,1,1,1,1,0,4,1,54.442
198,1042,104214,0,2.6,4.2,1,1,1,1,0,4,1,51.917
199,1042,104215,1,1.8,4.2,1,0,0,0,0,1,1,29.208
200,1042,104216,1,3.2,4.2,1,1,1,0,0,3,1,38.501
201,1042,104217,1,NA,4.2,1,1,0,0,0,2,1,34.539
202,1042,104218,1,2.2,4.2,1,1,0,0,0,2,1,38.651
203,1042,104220,1,2,4.2,1,1,1,0,0,3,1,43.923
204,1042,104222,1,3.2,4.2,1,1,1,1,0,4,1,50.829
205,1042,104223,1,4,4.2,1,1,1,1,0,4,1,59.328
206,1042,104224,1,2.4,4.2,1,1,0,0,0,2,1,33.783
207,1042,104225,1,3.4,4.2,1,1,1,0,0,3,1,49.309
208,1042,104228,1,NA,4.2,1,1,1,1,0,4,1,49.162
209,1042,104231,1,4,4.2,1,1,1,0,0,3,1,46.422
210,1051,105101,1,2.2,4.2,1,0,0,0,0,1,1,26.066
211,1051,105102,1,2.2,4.2,1,1,1,1,0,4,1,55.071
212,1051,105103,1,3.2,4.2,1,1,0,0,0,2,1,33.214
213,1051,105104,1,4,4.2,1,1,1,0,0,3,1,41.543
214,1051,105105,1,1.8,4.2,1,1,0,0,0,2,1,35.9
215,1051,105106,1,2.2,4.2,1,1,1,0,0,3,1,40.703
216,1051,105107,1,2.6,4.2,1,1,1,1,0,4,1,54.718
217,1051,105108,1,2.4,4.2,0,0,0,0,0,0,1,16.68
218,1051,105109,1,3.8,4.2,1,1,1,1,0,4,1,50.886
219,1051,105110,1,2.6,4.2,1,0,0,0,0,1,1,29.824
220,1051,105111,1,2.2,4.2,1,0,0,0,0,1,1,27.716
221,1051,105112,1,2.2,4.2,1,1,1,1,0,4,1,51.915
222,1051,105113,1,1.4,4.2,1,1,0,0,0,2,1,33.594
223,1051,105114,1,3,4.2,1,1,1,0,0,3,1,40.944
224,1051,105115,1,2,4.2,1,1,0,0,0,2,1,35.984
225,1051,105116,1,3,4.2,1,0,0,0,0,1,1,29.432
226,1051,105117,1,3,4.2,1,1,0,0,0,2,1,36.76
227,1051,105118,1,3,4.2,1,1,1,1,0,4,1,56.234
228,1051,105119,1,2.4,4.2,1,1,1,1,0,4,1,51.495
229,1051,105120,1,2,4.2,0,0,0,0,0,0,1,17.475
230,1051,105121,1,2.2,4.2,1,1,1,0,0,3,1,45.133
231,1051,105122,1,4,4.2,1,1,0,0,0,2,1,34.725
232,1051,105123,1,3.2,4.2,1,1,0,0,0,2,1,36.696
233,1051,105124,1,1.4,4.2,1,0,0,0,0,1,1,22.013
234,1051,105125,1,2.8,4.2,1,1,0,0,0,2,1,38.069
235,1051,105126,1,3.2,4.2,1,1,1,0,0,3,1,40.425
236,1051,105127,1,3.8,4.2,1,0,0,0,0,1,1,30.569
237,1051,105128,1,1.6,4.2,1,1,1,0,0,3,1,44.556
238,1051,105129,1,2.6,4.2,1,1,1,1,0,4,1,58.534
239,1051,105130,1,2.4,4.2,1,1,1,0,0,3,1,39.274
240,1051,105132,1,2.8,4.2,1,1,1,0,0,3,1,47.385
241,1051,105133,1,1.4,4.2,1,0,0,0,0,1,1,23.589
242,1051,105134,1,1.8,4.2,1,1,1,0,0,3,1,45.954
243,1051,105161,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
244,1052,105201,1,3,3.8,1,1,1,0,0,3,1,40.223
245,1052,105202,1,1.8,3.8,1,1,0,0,0,2,1,36.076
246,1052,105205,1,3,3.8,1,1,1,0,0,3,1,39.502
247,1052,105207,1,NA,3.8,1,0,0,0,0,1,1,20.96
248,1052,105208,NA,NA,3.8,1,1,1,0,0,3,1,47.231
249,1052,105209,1,NA,3.8,1,1,1,0,0,3,1,41.558
250,1052,105211,1,4,3.8,1,1,1,0,0,3,1,46.174
251,1052,105213,0,1.5,3.8,1,0,0,0,0,1,1,25.848
252,1052,105216,1,NA,3.8,1,1,0,0,0,2,1,33.595
253,1052,105217,1,NA,3.8,1,1,0,0,0,2,1,30.318
254,1052,105218,1,2.6,3.8,1,0,0,0,0,1,1,25
255,1052,105219,1,NA,3.8,1,0,0,0,0,1,1,28.417
256,1052,105220,1,NA,3.8,1,1,1,0,0,3,1,41.009
257,1052,105221,1,2.2,3.8,1,0,0,0,0,1,1,21.138
258,1052,105226,1,NA,3.8,1,1,1,1,0,4,1,51.343
259,1052,105227,1,3,3.8,1,1,1,0,0,3,1,49.072
260,1052,105228,1,NA,3.8,1,0,0,0,0,1,1,27.447
261,1061,106101,1,3.6,4,1,1,1,1,0,4,1,48.668
262,1061,106102,1,2.8,4,1,1,1,0,0,3,1,41.354
263,1061,106103,1,4,4,1,1,1,1,0,4,1,48.845
264,1061,106104,1,3,4,1,1,1,0,0,3,1,48.518
265,1061,106105,1,2,4,1,0,0,0,0,1,1,27.89
266,1061,106106,1,2,4,1,1,0,0,0,2,1,34.96
267,1061,106107,1,2,4,1,1,0,0,0,2,1,33.292
268,1061,106108,1,4,4,1,1,1,1,0,4,1,57.33
269,1061,106109,1,NA,4,1,0,0,0,0,1,1,27.004
270,1061,106110,1,2.2,4,1,0,0,0,0,1,1,18.868
271,1061,106111,1,4,4,1,1,1,1,0,4,1,54.179
272,1061,106112,NA,NA,4,1,1,0,0,0,2,1,35.172
273,1061,106113,1,NA,4,1,1,1,1,0,4,1,51.185
274,1061,106114,1,3.2,4,1,1,1,1,0,4,1,53.445
275,1061,106115,1,2,4,1,1,1,1,0,4,1,53.139
276,1061,106117,NA,NA,4,1,1,1,0,0,3,1,47.897
277,1061,106119,1,NA,4,1,1,1,0,0,3,1,43.546
278,1061,106122,1,2.8,4,1,1,0,0,0,2,1,36.719
279,1061,106124,1,3,4,1,1,1,0,0,3,1,40.654
280,1061,106125,1,2.6,4,1,1,1,0,0,3,1,45.61
281,1061,106126,1,NA,4,1,1,0,0,0,2,1,36.9
282,1061,106127,1,3,4,1,1,1,1,0,4,1,50.731
283,1061,106128,1,3,4,1,1,1,1,0,4,1,53.448
284,1061,106129,1,4,4,1,1,1,1,0,4,1,54.81
285,1062,106201,1,3,3.4,1,1,1,0,0,3,1,41.372
286,1062,106202,1,4,3.4,1,1,1,1,0,4,1,53.69
287,1062,106203,1,2,3.4,1,1,1,0,0,3,1,47.364
288,1062,106204,1,3,3.4,1,1,0,0,0,2,1,35.517
289,1062,106206,1,1.8,3.4,1,1,1,0,0,3,1,47.875
290,1062,106207,1,2,3.4,1,1,1,0,0,3,1,48.172
291,1062,106208,1,4,3.4,1,1,1,1,0,4,1,52.466
292,1062,106209,1,4,3.4,1,1,1,0,0,3,1,45.043
293,1062,106210,1,NA,3.4,1,1,1,0,0,3,1,45.667
294,1062,106211,1,2.8,3.4,1,1,1,0,0,3,1,45.736
295,1062,106212,1,NA,3.4,1,1,0,0,0,2,1,37.581
296,1062,106213,1,1.8,3.4,1,1,1,0,0,3,1,49.62
297,1071,107101,1,NA,3.6,1,1,1,1,0,4,1,52.336
298,1071,107102,1,NA,3.6,1,1,1,1,0,4,1,55.244
299,1071,107104,1,3,3.6,1,0,0,0,0,1,1,20.96
300,1071,107105,1,NA,3.6,1,1,1,0,0,3,1,37.915
301,1071,107106,1,3,3.6,1,1,1,0,0,3,1,39.591
302,1071,107107,1,2,3.6,1,1,1,1,0,4,1,51.113
303,1071,107108,1,1,3.6,1,0,0,0,0,1,1,24.355
304,1071,107109,1,1.75,3.6,1,1,0,0,0,2,1,35.839
305,1071,107110,1,2.4,3.6,1,1,1,0,0,3,1,41.815
306,1071,107111,1,1.6,3.6,1,0,0,0,0,1,1,23.542
307,1071,107112,1,1,3.6,1,1,1,0,0,3,1,44.661
308,1071,107113,1,2,3.6,1,1,0,0,0,2,1,34.21
309,1071,107114,1,2,3.6,0,0,0,0,0,0,1,14.6
310,1071,107115,1,2,3.6,1,1,0,0,0,2,1,36.07
311,1071,107116,0,NA,3.6,1,1,1,1,0,4,1,50.103
312,1071,107117,1,NA,3.6,1,1,0,0,0,2,1,33.904
313,1071,107119,1,NA,3.6,1,1,1,0,0,3,1,37.976
314,1071,107120,1,1,3.6,0,0,0,0,0,0,1,17.062
315,1071,107121,1,NA,3.6,1,1,1,0,0,3,1,42.125
316,1071,107122,1,NA,3.6,1,1,0,0,0,2,1,35.01
317,1071,107123,1,2.5,3.6,1,1,1,1,0,4,1,62.439
318,1071,107124,1,NA,3.6,1,1,1,0,0,3,1,46.116
319,1071,107125,1,3.2,3.6,1,1,1,1,0,4,1,51.816
320,1071,107126,1,3,3.6,0,0,0,0,0,0,1,13.712
321,1071,107127,1,NA,3.6,1,1,1,0,0,3,1,45.397
322,1071,107128,1,1.2,3.6,1,1,1,0,0,3,1,46.077
323,1071,107129,1,3.8,3.6,1,1,1,1,0,4,1,54.723
324,1071,107130,1,3,3.6,0,0,0,0,0,0,1,14.164
325,1071,107131,1,1,3.6,0,0,0,0,0,0,1,15.115
326,1071,107132,1,2,3.6,1,0,0,0,0,1,1,27.407
327,1072,107201,1,1.6,3,1,1,1,1,0,4,1,51.819
328,1072,107202,1,4,3,1,1,0,0,0,2,1,36.635
329,1072,107203,1,3.2,3,1,0,0,0,0,1,1,25.285
330,1072,107204,1,2.4,3,0,0,0,0,0,0,1,18.72
331,1072,107205,1,1,3,1,0,0,0,0,1,1,22.817
332,1072,107206,1,NA,3,1,1,1,1,0,4,1,51.577
333,1072,107207,1,2.2,3,1,1,0,0,0,2,1,36.576
334,1072,107208,1,4,3,0,0,0,0,0,0,1,18.386
335,1072,107209,1,4,3,1,0,0,0,0,1,1,19.235
336,1072,107210,1,3.2,3,1,1,1,0,0,3,1,48.275
337,1072,107211,1,3,3,1,0,0,0,0,1,1,24.061
338,1072,107212,1,1.4,3,1,0,0,0,0,1,1,30.111
339,1072,107213,1,3.2,3,1,1,1,0,0,3,1,47.967
340,1072,107215,1,NA,3,1,1,0,0,0,2,1,33.291
341,1072,107216,1,2,3,1,0,0,0,0,1,1,21.951
342,1072,107217,1,3,3,1,1,1,0,0,3,1,48.475
343,1072,107218,1,2.6,3,1,0,0,0,0,1,1,19.565
344,1072,107219,1,1.2,3,1,0,0,0,0,1,1,21.981
345,1072,107220,1,4,3,1,1,1,0,0,3,1,49.749
346,1072,107221,1,2.4,3,1,0,0,0,0,1,1,30.014
347,1072,107222,1,2.6,3,1,1,1,0,0,3,1,42.29
348,1072,107223,1,2,3,1,1,1,0,0,3,1,45.875
349,1072,107224,1,1.25,3,1,1,0,0,0,2,1,31.463
350,1072,107225,1,1.2,3,1,0,0,0,0,1,1,24.529
351,1072,107226,1,2.2,3,1,1,1,0,0,3,1,41.203
352,1072,107229,1,2.4,3,0,0,0,0,0,0,1,18.891
353,1072,107231,1,2,3,1,0,0,0,0,1,1,27.565
354,1072,107232,1,1.4,3,1,1,1,0,0,3,1,46.021
355,1081,108101,1,2.4,NA,1,1,0,0,0,2,1,34.801
356,1081,108103,1,3.4,NA,1,1,1,1,0,4,1,49.426
357,1081,108105,0,3.8,NA,1,1,1,1,1,5,1,65.855
358,1081,108106,0,2,NA,1,1,1,0,0,3,1,44.58
359,1081,108107,0,NA,NA,1,1,1,0,0,3,1,41.429
360,1081,108109,1,2.6,NA,1,1,1,0,0,3,1,46.099
361,1081,108110,1,3,NA,1,1,1,0,0,3,1,41.336
362,1081,108111,1,3.8,NA,1,1,1,1,1,5,1,64.782
363,1081,108115,1,2.4,NA,1,1,0,0,0,2,1,32.169
364,1081,108117,1,3.25,NA,1,1,1,0,0,3,1,48.608
365,1081,108119,NA,NA,NA,1,1,0,0,0,2,1,32.904
366,1081,108120,1,2.4,NA,1,1,1,1,0,4,1,55.085
367,1081,108122,1,2.2,NA,1,1,1,1,0,4,1,56.538
368,1081,108125,0,3,NA,1,1,1,0,0,3,1,45.242
369,1081,108126,0,3,NA,1,1,1,1,0,4,1,56.948
370,1081,108127,1,3.8,NA,1,1,1,1,0,4,1,58.014
371,1081,108128,1,1.2,NA,1,1,1,1,0,4,1,53.259
372,1081,108129,1,2.6,NA,1,1,1,1,0,4,1,61.821
373,1082,108201,1,1.6,4,1,1,0,0,0,2,1,36.76
374,1082,108203,1,3,4,1,1,1,0,0,3,1,47.384
375,1082,108204,1,1,4,1,1,0,0,0,2,1,34.075
376,1082,108205,0,4,4,1,1,1,1,1,5,1,62.709
377,1082,108206,1,3,4,1,0,0,0,0,1,1,30.845
378,1082,108207,1,3.2,4,1,0,0,0,0,1,1,30.361
379,1082,108208,1,2,4,1,1,0,0,0,2,1,34.279
380,1082,108209,NA,NA,4,1,0,0,0,0,1,1,29.093
381,1082,108210,1,NA,4,1,1,1,0,0,3,1,44.047
382,1082,108211,1,NA,4,1,1,0,0,0,2,1,38.744
383,1082,108212,1,3,4,1,1,1,0,0,3,1,48.996
384,1082,108214,1,1,4,1,0,0,0,0,1,1,22.809
385,1082,108216,1,2,4,1,0,0,0,0,1,1,29.101
386,1082,108217,1,2.6,4,1,1,1,0,0,3,1,47.546
387,1082,108220,1,NA,4,1,1,0,0,0,2,1,36.152
388,1082,108221,1,2.4,4,1,1,1,1,0,4,1,53.271
389,1082,108222,1,2.8,4,1,1,1,0,0,3,1,39.169
390,1082,108223,1,1.75,4,1,1,0,0,0,2,1,35.888
391,1082,108225,1,NA,4,1,1,1,0,0,3,1,41.648
392,1082,108226,1,2.8,4,1,1,1,0,0,3,1,47.293
393,1082,108227,1,3.2,4,1,1,1,1,0,4,1,52.898
394,1082,108228,1,3,4,1,1,1,1,0,4,1,53.313
395,1082,108229,1,2.2,4,1,1,1,0,0,3,1,39.628
396,1082,108230,1,4,4,1,1,1,0,0,3,1,45.98
397,1091,109102,1,2,3.6,1,0,0,0,0,1,1,27.532
398,1091,109103,1,2.2,3.6,1,1,1,0,0,3,1,48.561
399,1091,109104,1,2.8,3.6,1,1,1,0,0,3,1,43.343
400,1091,109105,1,2,3.6,1,1,0,0,0,2,1,30.619
401,1091,109106,1,2,3.6,0,0,0,0,0,0,1,14.204
